,Feature,Accuracy,Coefficient,Odds Ratio,P-value,abs_coef
17,Hybrid at home (4pm-9pm),0.5522827687776142,-0.18494731445131452,0.8311480721908314,1.7816143661570043e-05,0.18494731445131452
25,Street parking,0.5235640648011782,0.17853042518154036,1.1954592547850218,0.11837516238179814,0.17853042518154036
12,Petrol at home (9pm-6am),0.6045655375552282,-0.17166347585890646,0.8422625671683558,5.756922668175656e-18,0.17166347585890646
11,Petrol at home (4pm-9pm),0.5957290132547864,-0.16405538832230254,0.8486950127854366,4.234724575662058e-15,0.16405538832230254
18,Hybrid at home (9pm-6am),0.5522827687776142,-0.1598572985540965,0.8522653997938286,2.9309642729744115e-05,0.1598572985540965
38,Complicated to use,0.5235640648011782,0.15182849506958984,1.1639605943320683,0.3760385274088558,0.15182849506958984
10,Petrol at home (10am-3pm),0.5670103092783505,-0.13217495010262653,0.8761876925428866,7.478206906171407e-09,0.13217495010262653
43,Would require my car to be plugged in for the majority of the time,0.5250368188512519,-0.10073375187366403,0.9041737354040785,0.4575737663247752,0.10073375187366403
20,Plug-in Hybrid at home (4pm-9pm),0.5235640648011782,0.08860124169567511,1.0926448682301588,0.15618596190016332,0.08860124169567511
19,Plug-in Hybrid at home (10am-3pm),0.5235640648011782,0.0884789578300014,1.0925112635608774,0.2672409627507297,0.0884789578300014
40,Not having enough battery when I need to drive,0.5235640648011782,0.08587574250359706,1.089670920112125,0.41323395204204005,0.08587574250359706
21,Plug-in Hybrid at home (9pm-6am),0.5235640648011782,0.06153307283001598,1.063465667766448,0.27813942776910805,0.06153307283001598
35,High cost of car and charger,0.5235640648011782,-0.04732154949612323,0.9537806605866258,0.5636215408203099,0.04732154949612323
4,Does Not Own a Car,0.5235640648011782,0.0,1.0,0.624494896236172,0.0
