,Feature,Accuracy,Coefficient,Odds Ratio,P-value,abs_coef
32,Protecting me against blackout,0.5235640648011782,0.20459182365232725,1.2270241205092782,0.10264946528461846,0.20459182365232725
17,Hybrid at home (4pm-9pm),0.5522827687776142,-0.18495159065810998,0.8311445180373963,1.7816143661570043e-05,0.18495159065810998
25,Street parking,0.5235640648011782,0.17853057709125594,1.195459436386911,0.11837516238179814,0.17853057709125594
12,Petrol at home (9pm-6am),0.6045655375552282,-0.17166008915369485,0.8422654196682119,5.756922668175656e-18,0.17166008915369485
11,Petrol at home (4pm-9pm),0.5957290132547864,-0.16405409390281325,0.8486961113535126,4.234724575662058e-15,0.16405409390281325
18,Hybrid at home (9pm-6am),0.5522827687776142,-0.15985750421020134,0.8522652245202642,2.9309642729744115e-05,0.15985750421020134
38,Complicated to use,0.5235640648011782,0.15176693500900607,1.1638889430528154,0.3760385274088558,0.15176693500900607
10,Petrol at home (10am-3pm),0.5670103092783505,-0.13217220105987312,0.8761901012236242,7.478206906171407e-09,0.13217220105987312
43,Would require my car to be plugged in for the majority of the time,0.5235640648011782,-0.10072621598877511,0.904180549178942,0.4575737663247752,0.10072621598877511
20,Plug-in Hybrid at home (4pm-9pm),0.5235640648011782,0.0886036975733974,1.0926475516356442,0.15618596190016332,0.0886036975733974
19,Plug-in Hybrid at home (10am-3pm),0.5235640648011782,0.0884757933991643,1.0925078063900149,0.2672409627507297,0.0884757933991643
40,Not having enough battery when I need to drive,0.5235640648011782,0.08584069537800815,1.0896327309477516,0.41323395204204005,0.08584069537800815
21,Plug-in Hybrid at home (9pm-6am),0.5235640648011782,0.06153090329236488,1.063463360540144,0.27813942776910805,0.06153090329236488
35,High cost of car and charger,0.5235640648011782,-0.04732924591332856,0.953773319920988,0.5636215408203099,0.04732924591332856
4,Does Not Own a Car,0.5235640648011782,0.0,1.0,0.624494896236172,0.0
