,Feature,Accuracy,Coefficient,Odds Ratio,P-value,abs_coef
46,I check my energy bill regularly,0.5920471281296024,0.35588899695490284,1.4274490882737174,2.5623922231974903e-11,0.35588899695490284
37,Complicated to set up,0.5235640648011782,0.32682096776421576,1.3865532172351833,0.02666793178728491,0.32682096776421576
1,How Many Kilometres Do You Drive Per Year?,0.5787923416789397,0.30157371765690044,1.3519847766145527,9.481561712318907e-06,0.30157371765690044
47,I try to minimise my energy usage to reduce my bill,0.5478645066273933,0.28505468665618733,1.3298347503487662,3.689228915405169e-07,0.28505468665618733
23,Personal garage,0.5397643593519882,0.2699701250169444,1.3099253161520537,0.016976248249259605,0.2699701250169444
20,Plug-in Hybrid at home (4pm-9pm),0.6363636363636364,0.2476434098702685,1.2810030576938642,0.027706617875121742,0.2476434098702685
48,I regularly compare my current plan against alternatives in the market,0.5434462444771723,0.22304684200116176,1.2498791192039336,1.160090184764587e-07,0.22304684200116176
7,Owns Plug-in Hybrid,0.5235640648011782,0.2193238125049686,1.245234433891648,0.3389728804582567,0.2193238125049686
32,Protecting me against blackout,0.5235640648011782,0.2045569424887464,1.2269813212266618,0.10264946528461846,0.2045569424887464
25,Street parking,0.5235640648011782,0.17853021984073958,1.1954590093084865,0.11837516238179814,0.17853021984073958
17,Hybrid at home (4pm-9pm),0.6756756756756757,-0.1687897389760901,0.8446864893618116,0.3195774430202687,0.1687897389760901
38,Complicated to use,0.5235640648011782,0.15180951975694618,1.1639385080254339,0.3760385274088558,0.15180951975694618
19,Plug-in Hybrid at home (10am-3pm),0.5454545454545454,0.14874710060279414,1.160379492823855,0.5443418721803687,0.14874710060279414
16,Hybrid at home (10am-3pm),0.6756756756756757,-0.12900640179387937,0.8789683385534419,0.44901684467897873,0.12900640179387937
10,Petrol at home (10am-3pm),0.5697940503432495,0.11444763539952872,1.1212539255128315,0.002648903640258079,0.11444763539952872
18,Hybrid at home (9pm-6am),0.6756756756756757,-0.10386712888535424,0.9013450521868185,0.6875446599202646,0.10386712888535424
43,Would require my car to be plugged in for the majority of the time,0.5235640648011782,-0.10072686967166164,0.9041799581317838,0.4575737663247752,0.10072686967166164
21,Plug-in Hybrid at home (9pm-6am),0.6060606060606061,0.09755615061867846,1.1024733443857326,0.335172986233478,0.09755615061867846
40,Not having enough battery when I need to drive,0.5235640648011782,0.08584798613705677,1.0896406752264043,0.41323395204204005,0.08584798613705677
14,EV at home (4pm-9pm),0.7552083333333334,0.07693302371819512,1.0799697416125151,0.30149712494214154,0.07693302371819512
11,Petrol at home (4pm-9pm),0.5697940503432495,0.061913567388665984,1.0638703876583198,0.14894882602571383,0.061913567388665984
15,EV at home (9pm-6am),0.7552083333333334,0.050407595924255505,1.0516996775282264,0.7907341697903716,0.050407595924255505
35,High cost of car and charger,0.5235640648011782,-0.047316347974890816,0.9537856217098856,0.5636215408203099,0.047316347974890816
13,EV at home (10am-3pm),0.7552083333333334,0.027816563052370867,1.0282070559573635,0.6457641249868785,0.027816563052370867
12,Petrol at home (9pm-6am),0.5697940503432495,-0.007973013564138147,0.9920586866039389,0.930365552831964,0.007973013564138147
9,Does Not Own a Car,0.5235640648011782,0.0,1.0,0.624494896236172,0.0
